"url","post_date","date_count","time_of_fetching","header","content","image","video","likes","num_comments","num_shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0XPtqAoLhNYZLW2VDP5DhXP5dH2CikuXK2c1dpKQQbboDwzQqpfXpzx6fLds2T96Nl&id=100075537623150&__cft__[0]=AZU5bj-VvqKb_X3eBAFNFoS6PLBnp_KW34JVgLSm1gNm8UDZKpvhiFEHPhrnoH3J5GeCQWG0xXlz2m97mjRU9TwXayZtht6NCVnm81YF6X_o9hYbrLdni8I9ioRxAVZKjLcggTrT6IbDPoZYjaEAdbn0s8sF3dhNgXRM25UgHX382JhkN5M8NqGTSBxsdJ9fgR_pIZrdXEk9SSuNu_UKHl0p&__tn__=%2CO%2CP-R","2024-04-13","3","2024-05-06 12:19:22.661488","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/438030087_439504711910779_2323619274031889954_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SWgFPoltrKEQ7kNvgHmBBag&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAh4eKdaLaEbXmOGT_5l9HlY-xDmbYdhoUElW94aNup7w&oe=663E95C0","","2.3K","143 comments","348 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02MUMatHM9bWqjotKFREYNqiay7fWkxSnx6urFvozk92tKksci8dQw3mWrWeDxieFml&id=100075537623150&__cft__[0]=AZUpS4Ttz0t7B_YMxGlnKrYOkR-mxBAqVZvqdmccdOfCfdJ2uLxrw4-ahdyYqsrwWAOsyFh40scTeoi_ffIHTd5VOIV79Zihomy1_3uKwioSJEFiQ2RpQnQP2qhrb8bW62JXGR-fFyRp_8CmfQpR0BPHl9XA7Kxws31prSb8JzbLpO4SwfwekCXN1L8z1TEG2XmRXUlwzA9mDFhqTTKj2B0y&__tn__=%2CO%2CP-R","2024-04-13","4","2024-05-06 12:22:38.451563","E si...","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/437505081_439376405256943_7167809187240800584_n.jpg?stp=dst-jpg_p552x414&_nc_cat=108&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2sMydgCUK2UQ7kNvgEPVm45&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfB2fX44sm6iDLLrUbycC7m78SYGoQAX-V2-0lFgV2_IUA&oe=663E864B","","1.5K","85 comments","185 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0Ff7gFfdGDgz4EnH1rD8UMaCdm7Ybhs8vWnMEddxhDbpTzA4G1x5imdrNGUaRXjKgl&id=100075537623150&__cft__[0]=AZXaLcMEKyOdIK7_RSVVJvnnS8Z73HArI9yqi-XkXmM5Tz1xWGu0QD2AWhSRop1W-a3BIcUTdVb1bq8zt211HPdifIa015rKeeUJEmLin08u6zEKqyBfLWcEpz2HFXTmjEwfUr3UCeVDJV0PS2LM1OzlLDMzmSN8uHPhQMlimBU0SaC1odbAmkpU-7ByK_a-MsV_A48FCcQfSg8_ZD2HPbaJ&__tn__=%2CO%2CP-R","2024-04-13","5","2024-05-06 12:23:19.313165","Aiutaci a difendere la nostra eccellenza Italiana.. E che Dio ci Benedica!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/438036468_439310101930240_1600041623515330286_n.jpg?stp=dst-jpg_p180x540&_nc_cat=100&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8XbkMAQlhcoQ7kNvgFlbUV8&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfDpHwKXEYPaKbgILDepGrcevcsaXIpAdSliL1zFxDMzBg&oe=663E6D0E","","502","35 comments","62 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02KmJW7hSfQRaYsziHMwXXLAEFRsHPRPYieBR5hp9UHX9vAeJq3HsVkA1LbLJnjb1Jl&id=100075537623150&__cft__[0]=AZXiMWxPLGI39l5oJyeM4xKlY_JQtvMTx94WAbf-c2k3vEk5mT07zDr78V8a82spLpmLev2bEPtlR9uT5iiYmuTm3-Ha7Orv5LVyz8RILLSmVnFqsMeC71rc0q2ZcBPKut_HXQDqpXWxY789TKxFPv11liiS3ThlUcY6HSBpnrXjU16HyM_mNMdttOtJLrdTVSwi3_LBB7M1_ya4oL0Kfe7_&__tn__=%2CO%2CP-R","2024-04-12","1","2024-05-06 12:23:53.096167","Quando si tratta di difendere il tuo futuro, la tua terra, i tuoi figli.. Non si molla!!","","","blob:https://www.facebook.com/1ee8d98e-804a-420b-bae5-7c7f911fb57d","1.6K","107 comments","333 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02YdKJctQ3Fj64XyX63Md4bFsNg1djVciwxiss1BcADo476Zs3D3pcpj9pQG7fZNVPl&id=100075537623150&__cft__[0]=AZUh_xX4GnkQ-GXkbXObpBzo4-tSVbQ9z1QAAmpUibMKsdgs1P0mgxTE0N8P7LRmEHMqkOsTa1b2Ea4b8_gxl_mVHkF3j--c2AZFDAuibaZikoVMujcTUVIb5LE4H9t6IaXw1lT8LjueZLJql-F1fkyImXR8WOM-iUB13UuMzmJd_B-SK5yP9AOZ1sOBERNSCZQeP8lkfwVHukEyW261NArC&__tn__=%2CO%2CP-R","2024-04-12","2","2024-05-06 12:25:44.027567","COMUNICATO STAMPA Considerando le varie, avventate  e fuorvianti notizie che in questi giorni circolano sull'operato del C.R.A.(Comitati Riuniti Agricoli) riteniamo necessario ribadire alcuni concetti fondamentali sull'attività dello stesso C.R.A. e dei suoi reali rappresentanti.Il C.R.A. è apartitico (contrariamente a quanto divulgato da alcuni organi di stampa)e con il suo presidente Danilo Calvani non concorrerà alle prossime elezioni, diffidando chiunque a parlare o (pe… See more","","","","288","19 comments","72 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02Ytc7eVhb4s9QcQ4T3PQWpy4mzFrecu8mVeuQXhNcX2LwQ56iWWArhrHJsrp9ejhml&id=100075537623150&__cft__[0]=AZU1EIVywBiXmG6kXontERfrx1q2JF7wvhFKlT8VFQXfSjlQkP_CUpQF1LnHtbBTaiGB5GM2mdDuX_q2iD79iuw8aMeFfzVPCyW_t5COXbPt-Vhl1hyJwCKne-bEBdyZ6cT72lan8ZmfVUxGNhqN3cuU9ni1dGEbfydkY9wtyVhj153ru3a0gei1DFRTZPq3s_Refdfem77wR2hM3WWkHLla&__tn__=%2CO%2CP-R","2024-04-12","3","2024-05-06 12:26:06.610633","Si lotta anche quando piove.. Non si molla e che Dio ci Benedica!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/437398733_438779958649921_7478150131367350426_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=OLhC3iNObQwQ7kNvgEy75bc&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCFFthfw8PJ6CYL54o819lHHBbZLB4JJXN9c_mwad-0qA&oe=663E71EA","","2.5K","163 comments","290 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid01DN8m146hMPoPJruitQw5poUEdDCBauCt1kHrYuFqARQN3G49yYXQwmoXdZ4cjWQl&id=100075537623150&__cft__[0]=AZUVZt3B9nwd8qW2PcyXnFSP3eiYLXWwbJoCCZchplNzMzPO27tFKyzuEuyUKPSLq0IRTgDnLsU3Um8EfhAYJaSA-TGhfSE-bIuzY32D9kvg65lRqQZ9408TF9fpl3Ta8K6O-prDnWo1EOdTdrq5redena-xdNYoFVVMK_EEoNXdLShENXdCuzlNVD-1RSd68upQ21TYby1b5YFovH5u9xub&__tn__=%2CO%2CP-R","2024-04-12","4","2024-05-06 12:28:23.250676","","80 giorni dalla nostra lotta, siamo determinati a non farci rubare la nostra terra.. Che Dio ci Benedica!!","","","3.6K","221 comments","442 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02uAacFb3fujj4Xukz6WDbiXyRVZphWCGycD1nVmh3ehyqZwAVnm5WAVV3YJNyYeJ3l&id=100075537623150&__cft__[0]=AZX11qzXMIN1_xoPYF0OsHfRE9bRU9sQOVYE7Y-cjHF8PK02Zf9xbviX4IthQQVcY09eP90H-8rt2-14OMardryRO4UJQryfkOVQ9UGTk9K-iptZsg3-IUMSCA7k_psN_MveTYEoCOYE5MJnYgn5WyAJiGebSmSe5ugNxyKqGEy-gMvtF35MJ5ofq-OW7N5ucGPAPUP22bUvBFBVubgZy1e-&__tn__=%2CO%2CP-R","2024-04-11","1","2024-05-06 12:30:01.291034","Non mancate!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434854716_438485845345999_6082759053647423172_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Y1OgkV11HFgQ7kNvgEeqMqu&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBMH0cY4GL82DjhU3Gm1wwiyJxlxvCVdcKcInYbROuFiA&oe=663E7FB9","","169","7 comments","65 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0NQxjkqcdDADthW2Du3SxAKJ6F9F98FjyKeondU5doJpfixb6HjSHScYwmjyjTkxJl&id=100075537623150&__cft__[0]=AZXQyK8C29SCTCxhxhhlgPd1r6DKarTgDBkoAXseVd-enJBHoldpxX6Gxve06vGiSL9zizurM2TC50b1x-aQo4QHKCyyXPlwOVAu_jtFY36HTJUMPdQ0HX1GgqpJV_cby12xVQVPxF5E0oRSFVmHoK56ZWJyEbxlhkOO9mW7kTAf8vY3eTDbUsYHtgYYOZ9KPwvI-LStHYC1TDp2Pn0ZufbV&__tn__=%2CO%2CP-R","2024-04-11","2","2024-05-06 12:30:17.715394","COMUNICATO STAMPA Gli Agricoltori del Cra si stringono alle famiglie colpite dal lutto per l'ennesima strage sul lavoro, avvenuta a Suviano in una centrale Enel.Strage annunciata che dimostra, ancora una volta, il fallimento di un sistema economico che si basa sull'arricchimento facile, alla logiche del profitto ad ogni costo, anche a discapito della sicurezza, sullo sfruttamento delle risorse umane, tra le vittime vogliamo ricordare che ci sono anche dei 70enni.Diamo la c… See more","","","","416","26 comments","71 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02uE5JW5CTcv9hGMYeqGnR2vdTcCoSME3e3wgncQUiPRihxCKT3jcjazzwZhmNxTDPl&id=100075537623150&__cft__[0]=AZXY3-SGaZkFphXicjT_rOiDLqD-Z30kzYTo5uNG4fLd9odIk3X8MZpaHHV67lf3ADyhnofCmwdw3Vq-tfhhkIrWvvG7f4dSHYZnuYL2jjOOvTZwx47b1p2N92WMJoMT8RBqPpOtg8z0xedKPupt1djCcLUdqduYcZ_rDA6v_b2HHVgLWbCvz-OuWkBYdQtusF10TiAqjdTuSJ6Z-w2uytg1&__tn__=%2CO%2CP-R","2024-04-11","3","2024-05-06 12:30:39.569336","Mangia sano, mangia Italiano... A difesa della nostra terra, noi, non molliamo!!Az agr Altissimo Mirko","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434472026_438249438702973_2403913967448245798_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=EtmH6gq6GOIQ7kNvgFNnCV5&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAQlt_n1mxQJq06FGd2PcbkaGrjAfKV-RQtsOIN90L5vg&oe=663E69C3","","2.3K","203 comments","212 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0QZniJVH2LUv4zicJYBGAVN9gbp2Q3f4B6A984VZXFidoErf6bQ5SqDMCj8Lyyzd4l&id=100075537623150&__cft__[0]=AZUA1RmekQihCJZskfTi8MAXfGVJ0M1tD7hlHFeNoiNykKzWijWordY-kuC_uoo7Qoct2AyDVR1gIvmuv69YLkaeasknYsgrRXXnoPUlzZet-U2KPgaSX7xPddQJEalzyqat9zZc5Yw6vbnipnhJzGfUPA3uJWKq6hFTLJUopoT6lwdoH1AKb5DXSBaKNQPWayqs6lh-wNqPw1o6hgsuLpNM&__tn__=%2CO%2CP-R","2024-04-11","4","2024-05-06 12:35:01.585481","Bari, riunito il presidio di Noci.. Non si molla!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/437534435_438192108708706_270593320204370397_n.jpg?stp=dst-jpg_s720x720&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_GwcBVsG_58Q7kNvgHRowof&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCpR7rt6OiCiLTlaJ4XJuQtuECU2qFcj6uHWXpmkKqgJw&oe=663E8218","","1K","63 comments","103 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02nKvsLjVKunw8pUP8KD6bJ2N3vZB1MLhoQE6Ag8TtqSd7oXAbmKRJt7ciffGJ11HNl&id=100075537623150&__cft__[0]=AZWx8I9X1cXvPebh6y-G9Hk497E81IXpNGv4PSflgwsujUZnBbDSbvllp-adIsm52Mmv2mUhCm_C-09z4OLiaFis3HnHA1u2HHIh0C5omq4OhYVJRLlsU7MP-mHmAZHqDIpVM19OC-qo6JtellbM2_xnqmH89Ts1blPSxmmXi0xOdJxNOp-0Xtk7884649rbOOqVjept3Z2kEvWhuGq3hpMu&__tn__=%2CO%2CP-R","2024-04-11","5","2024-05-06 12:35:38.116625","","Vi vogliono far mangiare prodotti schifosi per la vostra salute, unisciti a noi, difendi la nostra agricoltura Italiana!","","","1K","76 comments","120 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02beP2gzssGckY5wXwC87pYPSA95i8P5Rc1wZjnzEqntRiQy2GzxuHB84BjNUBbojcl&id=100075537623150&__cft__[0]=AZUQcL-US5pgwC9EFgVZXEECSpQQisqKITuLqu04wshppZIS77TONBYLLSWi_VTjZQlyU6ZkZEMIX6MkK1RdXZ5IBM0UqlieX-sidRkAKGEF3yFYr3IKcnDtMH9B0xVz1xixjYlEafy8GQnXtYDMzl8693rUfh36GZD28TTf19GZiUO3V7iK0Sb6WiKXbkBJmitupuDAgHcypEJemdKZYs9F&__tn__=%2CO%2CP-R","2024-04-10","1","2024-05-06 12:37:18.233381","Non molliamo... E che Dio ci Benedica!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434978834_437679328759984_3578094435669366225_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aAU5mP4CJ6EQ7kNvgEr1jP1&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBaxMmZz_Pl4oB8NTgcCXHtVjzR9pUpZIYvPlbbs0AqbQ&oe=663E725E","","1.4K","167 comments","239 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02dn7fQczX7cxXJQ6BfLi2PXxtVqYoArMY9DZuwdrTQhUAqJT3WHxDGUaUniThhFeWl&id=100075537623150&__cft__[0]=AZXRRJ3ePqA1HUGxlaLynHWCqlIFIBHcjxXf9nWth9skj3v2JGP7fLjddJFXZnC2aJplcN9mE3lFo6aJ3lCMPZOp3xzld42ol6ODN3vBKHkTXnyqjQACMtNPM7ArrSFIxajtrU8-HBdLLW8W6OxFT_g93Al5ZtSiNLLUN0W9_tHHhLAQmKQHHdtmwI8p9q0Dhz1yXL3-yg6JPMO-VdL5qXBQ&__tn__=%2CO%2CP-R","2024-04-10","2","2024-05-06 12:40:39.826240","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434966338_437634345431149_5388465247290390142_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cPMU7_5098IQ7kNvgEC2OvH&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBKqas6uTJU85GMDyd6jPYqMEt7YvuH58oBk2mav9m_Ng&oe=663EA186","https://video.fmxp5-1.fna.fbcdn.net/v/t42.4659-2/436440065_7664757603591342_6082534255446233126_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=a3d3d5&_nc_ohc=lY3ijN7SJAkQ7kNvgEtmHS9&_nc_ht=video.fmxp5-1.fna&oh=00_AfCQV-Aj5om3wOaZSqwLSPNyY5_rDS9HF3wfPpplMse-vw&oe=6638D7AC","1K","50 comments","204 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02xcSCDhrLfZ8EiTtmEDau6ABtFUbYmqutVDKa5nvTmMSDGEknVf5qAmZ9yWvd27Wpl&id=100075537623150&__cft__[0]=AZXu3-lOrAVsZhNvIU7s_7uf7Gthgcs3eZelCSc-CyXjMi1wGAskXajqnYV9jPHOK6qXz8nRkLDRbfEsdeNERtJlFvqrwGEhTGNfxASCuzsOw_yku59ZXIPbcl22MFkxfGM11uybl_eJlTQsVwGImSXjcjblOYzXkdpyA2qiYyz3tsJFTbmknR0kVpFahLyy_N3Lpg03sCGEEye08oHjmrZM&__tn__=%2CO%2CP-R","2024-04-10","3","2024-05-06 12:40:55.171587","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434977818_437587778769139_8087752485970955555_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hSJxGsq5e_4Q7kNvgEn68_d&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAtaaXEFMbRf_raKycF7fAHIqIM_D3mu4BQlQLsB2PSHw&oe=663E705C","","789","30 comments","32 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02UrEx9a3EnejVGRr3GRSn593Rgtaf1XJC422xntjygyjgmhuY2FVYQ2vhKth3Pc4el&id=100075537623150&__cft__[0]=AZWSBpXP5MXGtDsBYr1v0BK9_4CZa_HiD-Xst1UeMOLaaHHIa2HlULmlu__SJR2E0ibIXk5cS1JI_kXGxQO_UhPwm7UcigtcmmuJLlSNJ9G6bn8fa9JNqOGXMM7Bi6kTJDsG6QYoYM_DZFl-SknrfhK3RcI55ggBuyYMngEMpFJgVhUQVMopfx3a_2NlfCJ_fSUnap6KNQjhlCkPHTzRj2p3&__tn__=%2CO%2CP-R","2024-04-09","1","2024-05-06 12:41:17.256034","","Al Brennero la COLDIRETTIHa preparato un set cinematografico:Della serie come prendere per il badile gli agricoltori in rivolta","","","1.4K","146 comments","173 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0NxJed1DwevzdCVqeSUkdt4RiTGxyCxRoGaUzKR6YptKBBKSWjeGi4MiqUc5udF9Ml&id=100075537623150&__cft__[0]=AZVW5qJKiayphOWrozdCRLZUhVIojBvitwbh1Bnp4-MD9DOE5_Ot_o05SCRlA3yz0gAxvi7_GRw4XeR29JeeCMz72Hu2kL5RS_iUYlyfdLNurvhmnXatqTAPOHc4OTRzx8CzIdVTKKf0XNaBFxqxwDPKe8g6maJQ9Menpy9Ta14M0oxXpxjYMrrIcbM5enJO7gi8nCK3AKDgOpJRhBw2lX2edMNfnHlf7V_2e6D47f7vdg&__tn__=%2CO%2CP-R","2024-04-09","2","2024-05-06 12:43:52.722361","AVEZZANO PRESENTE","","","blob:https://www.facebook.com/ae9695cb-04f0-435e-b020-e58e9becfdc3","649","38 comments","77 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02AqeSBpMq6Cf4d7EJ6ad5quhKi4HEMEsFGEh9RwXuAXs6CV5BZSFT6uHQHxhXkWXJl&id=100075537623150&__cft__[0]=AZUWZfB5xqU_GTCfjPZgdxd9fP5YnpcsWUmXD4uOKbYgf3kxgS7GLj4IWBf2YPhQaarUSsd1zdH7okBgFOnW0JoXRebebGvQdzB9qQpFv4EELdYDeyjhDwO2wnHr1FZQivSymWo23XmKaFiIbJesZ2b0YV3CUQR1Ve4T3cxdV9w9mKTSF4HQ6f0J-e2-FOPbPlHTqNzRxfchyQKbJ5ImDykZ&__tn__=%2CO%2CP-R","2024-04-09","3","2024-05-06 12:44:19.853208","Ora, è tempo di asparagi... Buon appetito","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434979703_437221828805734_667701919998364228_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=OI29M3gHWRoQ7kNvgG8UXZr&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCk1cJZiFN-YMQ86GNcryn6C89ahZ9v6_bLnzNtYZz2VA&oe=663E7908","","651","45 comments","38 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02QJcCd6UBs1nndgsnPpUo8r3XnXMrvPAavoY2VFakEPqAHPwq15EmfSL3iSAxZTaSl&id=100075537623150&__cft__[0]=AZWj613My5RjPvk5x0NN8ppEPG_H6wGzfpxAvClR05qXv7mO7c182ZCLIJRS4whrxKTyHcnDNawevI0oarV-zjbmMs5sfDHxRuDIle6NavCBLkRs6j5kP_xniuL4DQ51jPEeSkBpTVsVlgcV5H2hHist_c5XKNpe90L2EeW5A6KgSqc6YyfkecnTMr96um_T3cEWpWnt4bPyIojTcph3lps0&__tn__=%2CO%2CP-R","2024-04-09","4","2024-05-06 12:44:33.229583","È stato solo l'inizio... Non si molla!??","","","blob:https://www.facebook.com/c3e1dfa7-aa39-42b7-bb27-6ec25c38f155","1.8K","171 comments","294 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0rroKDn31vx9K8ijNbYoiCUPvx4inh7Jc2Ggqs8gs9bMWnzxAH2g14DJdxefbqsmCl&id=100075537623150&__cft__[0]=AZWNauBCPk-u_GdSTHKARbk-gM90FAuUP89Tzkq57eqDVgaxGZUhe3Px0oGMEpdhit05rPkVwFhvUr_A0Xh32NobtL7HQdDMj3uSrzGPKzQ_N_M940A5FEXHckHfHfTppYk3XZRGTzMLzZwG2wRCsMjl7jvMHpol2rYr9wQcMzY6Iwel3giEbiYfE-azcA18MjC54sauVQZ28GbqTsOoDSMM&__tn__=%2CO%2CP-R","2024-04-09","5","2024-05-06 12:47:56.887861","Ciò che abbiamo fatto, è stato solo l'antipasto... Non si molla!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434998874_436979002163350_3204316016095549903_n.jpg?stp=dst-jpg_s720x720&_nc_cat=107&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FmMIhZsHwSAQ7kNvgEwCvcR&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCqwjSe5oP5NDyuIfBppJm10VZ3cPlamLS4V5JDHzafAg&oe=663E9C8A","","1.9K","139 comments","225 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02JkmNw4uTo7sWHFc3QcYM2xghJ9iBWAXYZfw8QtgyQtVs2FPuzqtCfV1movr3qhgJl&id=100075537623150&__cft__[0]=AZX88OdNjFS6Zdsomdi398ywO3cTWdM3RF5E8c-PelwIw07Clc_h6gbb7grPhZmXSHM1OGSCgLqM4B3kGXP6sfiN7nIYj9UYO4nhl_yCfPW-AMlEOmeF9Oej6vNb5xy8bYUQih_YBwIFW5SMuDpwU_viwEX2cHa2OnSSB6ALsAu4VXzx_IpzYzlWRJniybEGlnsisLtbUIMJwWskjxuxMXU1&__tn__=%2CO%2CP-R","2024-04-09","6","2024-05-06 12:48:49.485430","","Buon giorno, anche oggi c'è chi lotta per sopravvivere e c'è chi deruba la gente onesta... W gli Agricoltori e tutti i lavoratori","","","2.1K","92 comments","349 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0W8HbACebepp4s4McGKDSLaPyo9Y5c6RqSGjwNuD7GRL8eW2gWRzFnYELpC1BiaJ4l&id=100075537623150&__cft__[0]=AZW1PkOFV4r_IKz9pikZzS5gvx8e0Zbv7wTV3VSCFE20mvo01uLAYAPMEeqKiECPbAUb2sN1hTrKBmJKERBrGMABC7G28XeInaPPs_IAJb3NXU-WNusi_rmPaWUkdpzp9IjxUXi4cu3BaVYi0IRutSTpAgqNUbW3fCIqjKz12tuQ_apQKS2SBSGIr_a92FEbj417ft5HufZeLKQ1Sff9sNKz&__tn__=%2CO%2CP-R","2024-04-08","1","2024-05-06 12:49:51.282292","I politici insieme ai sindacati agricoli, hanno distrutto i prodotti Italiani..DISUBBIDIAMO, MANGIAMO ITALIANO!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434939323_436627932198457_5383398103773905040_n.jpg?stp=dst-jpg_s720x720&_nc_cat=102&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yaMdhy7r9TIQ7kNvgFbniOR&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCBSs4zRul-mPZ7H4NRoSXjh84AGCj8WNfHCOlgxNBYUQ&oe=663E9D02","","1.2K","66 comments","197 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02YTAFTGr6knJmiTMrhZQCZN6aZDPpYnyR37tPw7dm1ym4QhAE48ys24w4xvWT9Z5el&id=100075537623150&__cft__[0]=AZVpOezV3KVFlCzqtpR55qfk6FzfuxrF0rmrFS-LjtjatE3lJWcJbBLDnY-H2SpH0aKgL9jYcSdLis9BS4YuQZtTlyFmZKT6k6ydkDps1lSvHWxfKOm4zDJuWdoahUoAOW3IXAJHmwPKR0sGZ6SwRarZsf2nk03Rx66je7wPosMzL_PL18Piy32IJDYItYkwzKzrjQK7ssaJDVvTuHVkA-mx&__tn__=%2CO%2CP-R","2024-04-08","2","2024-05-06 12:51:09.311364","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/434481835_436529495541634_227153962856117054_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_Y50ltREs84Q7kNvgFzHZt_&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfDVwSiTR5rolZSuMbFY2yJoRqDun1JkEc1KWFkklDPDZw&oe=663E98E8","","1K","35 comments","169 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02V15zikXt9JEEkWangkgDLojyDSqEc5x77H73adWy5mtEdssw8CU54C46xtXp61W2l&id=100075537623150&__cft__[0]=AZV3e8eTpO-lzpMR_ogrvRBP6Wgqlqn6gIzqJedR_v0mnecdfQP9DjncQV235aCUPMwdZxRFZkVzIbZrb5y2UGzytvY_u2lnSIqCqI0yPXPVPS1FfgVXiZnY_JRsvYIrXb7ejL0IGQm1wE16orypfb8yBNPlUNycm2aERIqwiIEpQoQCBDoAuVshuDzNdaike5h5qhxJ90o_RnXW1WSwM36F&__tn__=%2CO%2CP-R","2024-04-08","3","2024-05-06 12:51:31.963734","","Buon inizio settimana a tutti gli agricoltori e non.. Che Dio ci Benedica","","https://video.fmxp5-1.fna.fbcdn.net/v/t42.4659-2/435608539_7266928233363017_5899837242205114847_n.mp4?_nc_cat=108&ccb=1-7&_nc_sid=a3d3d5&_nc_ohc=p1LjimK-24gQ7kNvgHR2tEV&_nc_ht=video.fmxp5-1.fna&oh=00_AfCeC74eITqxK1Qns9K-0KzxRGsW-0B3BqoddUlBiLiuvg&oe=6638DD84","1.1K","140 comments","105 shares"
